logg,Teff,Z,xi,u,Filt,Met,Mod
2.5,12500,-0.3,2,0.2325,J ,L,A
3,12500,-0.3,2,0.2133,J ,L,A
3.5,12500,-0.3,2,0.2035,J ,L,A
4,12500,-0.3,2,0.1984,J ,L,A
4.5,12500,-0.3,2,0.1959,J ,L,A
5,12500,-0.3,2,0.194,J ,L,A
2.5,13000,-0.3,2,0.2305,J ,L,A
3,13000,-0.3,2,0.2093,J ,L,A
3.5,13000,-0.3,2,0.1982,J ,L,A
4,13000,-0.3,2,0.1929,J ,L,A
4.5,13000,-0.3,2,0.1904,J ,L,A
5,13000,-0.3,2,0.1888,J ,L,A
2,14000,-0.3,2,0.2775,J ,L,A
2.5,14000,-0.3,2,0.2285,J ,L,A
3,14000,-0.3,2,0.2036,J ,L,A
3.5,14000,-0.3,2,0.1903,J ,L,A
4,14000,-0.3,2,0.1836,J ,L,A
4.5,14000,-0.3,2,0.1806,J ,L,A
5,14000,-0.3,2,0.1796,J ,L,A
2.5,15000,-0.3,2,0.2289,J ,L,A
3,15000,-0.3,2,0.1999,J ,L,A
3.5,15000,-0.3,2,0.1844,J ,L,A
4,15000,-0.3,2,0.1763,J ,L,A
4.5,15000,-0.3,2,0.1725,J ,L,A
5,15000,-0.3,2,0.1711,J ,L,A
2.5,16000,-0.3,2,0.2315,J ,L,A
3,16000,-0.3,2,0.1981,J ,L,A
3.5,16000,-0.3,2,0.1804,J ,L,A
4,16000,-0.3,2,0.1708,J ,L,A
4.5,16000,-0.3,2,0.1662,J ,L,A
5,16000,-0.3,2,0.1641,J ,L,A
2.5,17000,-0.3,2,0.2362,J ,L,A
3,17000,-0.3,2,0.1975,J ,L,A
3.5,17000,-0.3,2,0.1776,J ,L,A
4,17000,-0.3,2,0.1668,J ,L,A
4.5,17000,-0.3,2,0.1613,J ,L,A
5,17000,-0.3,2,0.1586,J ,L,A
2.5,18000,-0.3,2,0.2438,J ,L,A
3,18000,-0.3,2,0.1981,J ,L,A
3.5,18000,-0.3,2,0.1756,J ,L,A
4,18000,-0.3,2,0.1636,J ,L,A
4.5,18000,-0.3,2,0.1572,J ,L,A
5,18000,-0.3,2,0.154,J ,L,A
2.5,19000,-0.3,2,0.2538,J ,L,A
3,19000,-0.3,2,0.2002,J ,L,A
3.5,19000,-0.3,2,0.1744,J ,L,A
4,19000,-0.3,2,0.161,J ,L,A
4.5,19000,-0.3,2,0.154,J ,L,A
5,19000,-0.3,2,0.1505,J ,L,A
3,20000,-0.3,2,0.2034,J ,L,A
3.5,20000,-0.3,2,0.1743,J ,L,A
4,20000,-0.3,2,0.1592,J ,L,A
4.5,20000,-0.3,2,0.1515,J ,L,A
5,20000,-0.3,2,0.1477,J ,L,A
3,21000,-0.3,2,0.2072,J ,L,A
3.5,21000,-0.3,2,0.1752,J ,L,A
4,21000,-0.3,2,0.1584,J ,L,A
4.5,21000,-0.3,2,0.1497,J ,L,A
5,21000,-0.3,2,0.1453,J ,L,A
3,22000,-0.3,2,0.2109,J ,L,A
3.5,22000,-0.3,2,0.1766,J ,L,A
4,22000,-0.3,2,0.1585,J ,L,A
4.5,22000,-0.3,2,0.1487,J ,L,A
5,22000,-0.3,2,0.1439,J ,L,A
3,23000,-0.3,2,0.2147,J ,L,A
3.5,23000,-0.3,2,0.178,J ,L,A
4,23000,-0.3,2,0.1591,J ,L,A
4.5,23000,-0.3,2,0.1487,J ,L,A
5,23000,-0.3,2,0.1432,J ,L,A
3,24000,-0.3,2,0.2203,J ,L,A
3.5,24000,-0.3,2,0.1791,J ,L,A
4,24000,-0.3,2,0.1597,J ,L,A
4.5,24000,-0.3,2,0.1491,J ,L,A
5,24000,-0.3,2,0.1433,J ,L,A
3,25000,-0.3,2,0.2287,J ,L,A
3.5,25000,-0.3,2,0.1804,J ,L,A
4,25000,-0.3,2,0.1601,J ,L,A
4.5,25000,-0.3,2,0.1495,J ,L,A
5,25000,-0.3,2,0.1436,J ,L,A
3,26000,-0.3,2,0.2388,J ,L,A
3.5,26000,-0.3,2,0.1828,J ,L,A
4,26000,-0.3,2,0.1603,J ,L,A
4.5,26000,-0.3,2,0.1496,J ,L,A
5,26000,-0.3,2,0.144,J ,L,A
3.5,27000,-0.3,2,0.1865,J ,L,A
4,27000,-0.3,2,0.1609,J ,L,A
4.5,27000,-0.3,2,0.1493,J ,L,A
5,27000,-0.3,2,0.1438,J ,L,A
3.5,28000,-0.3,2,0.19,J ,L,A
4,28000,-0.3,2,0.1622,J ,L,A
4.5,28000,-0.3,2,0.1491,J ,L,A
5,28000,-0.3,2,0.1432,J ,L,A
3.5,29000,-0.3,2,0.1923,J ,L,A
4,29000,-0.3,2,0.1634,J ,L,A
4.5,29000,-0.3,2,0.149,J ,L,A
5,29000,-0.3,2,0.1423,J ,L,A
3.5,30000,-0.3,2,0.1936,J ,L,A
4,30000,-0.3,2,0.1636,J ,L,A
4.5,30000,-0.3,2,0.1487,J ,L,A
5,30000,-0.3,2,0.1411,J ,L,A
3.5,31000,-0.3,2,0.1953,J ,L,A
4,31000,-0.3,2,0.1625,J ,L,A
4.5,31000,-0.3,2,0.1474,J ,L,A
5,31000,-0.3,2,0.1395,J ,L,A
4,32000,-0.3,2,0.1608,J ,L,A
4.5,32000,-0.3,2,0.1451,J ,L,A
5,32000,-0.3,2,0.137,J ,L,A
4,33000,-0.3,2,0.1593,J ,L,A
4.5,33000,-0.3,2,0.1421,J ,L,A
5,33000,-0.3,2,0.1336,J ,L,A
4,34000,-0.3,2,0.1577,J ,L,A
4.5,34000,-0.3,2,0.1392,J ,L,A
5,34000,-0.3,2,0.1298,J ,L,A
4,35000,-0.3,2,0.1554,J ,L,A
4.5,35000,-0.3,2,0.1362,J ,L,A
5,35000,-0.3,2,0.1261,J ,L,A
4.5,37500,-0.3,2,0.1272,J ,L,A
5,37500,-0.3,2,0.1166,J ,L,A
4.5,40000,-0.3,2,0.1205,J ,L,A
5,40000,-0.3,2,0.1071,J ,L,A
5,42500,-0.3,2,0.1021,J ,L,A
5,45000,-0.3,2,0.1001,J ,L,A
5,47500,-0.3,2,0.0991,J ,L,A
5,50000,-0.3,2,0.0986,J ,L,A
0,3500,-0.2,2,0.529,J ,L,A
0.5,3500,-0.2,2,0.5196,J ,L,A
1,3500,-0.2,2,0.5116,J ,L,A
1.5,3500,-0.2,2,0.5054,J ,L,A
2,3500,-0.2,2,0.5011,J ,L,A
2.5,3500,-0.2,2,0.4956,J ,L,A
3,3500,-0.2,2,0.4588,J ,L,A
3.5,3500,-0.2,2,0.3826,J ,L,A
4,3500,-0.2,2,0.3307,J ,L,A
4.5,3500,-0.2,2,0.3059,J ,L,A
5,3500,-0.2,2,0.2963,J ,L,A
0,3750,-0.2,2,0.5363,J ,L,A
0.5,3750,-0.2,2,0.5309,J ,L,A
1,3750,-0.2,2,0.5255,J ,L,A
1.5,3750,-0.2,2,0.5203,J ,L,A
2,3750,-0.2,2,0.5153,J ,L,A
2.5,3750,-0.2,2,0.5107,J ,L,A
3,3750,-0.2,2,0.504,J ,L,A
3.5,3750,-0.2,2,0.4663,J ,L,A
4,3750,-0.2,2,0.3919,J ,L,A
4.5,3750,-0.2,2,0.3351,J ,L,A
5,3750,-0.2,2,0.3057,J ,L,A
0,4000,-0.2,2,0.5192,J ,L,A
0.5,4000,-0.2,2,0.5176,J ,L,A
1,4000,-0.2,2,0.5161,J ,L,A
1.5,4000,-0.2,2,0.5133,J ,L,A
2,4000,-0.2,2,0.5113,J ,L,A
2.5,4000,-0.2,2,0.5091,J ,L,A
3,4000,-0.2,2,0.5064,J ,L,A
3.5,4000,-0.2,2,0.5016,J ,L,A
4,4000,-0.2,2,0.4689,J ,L,A
4.5,4000,-0.2,2,0.4019,J ,L,A
5,4000,-0.2,2,0.3419,J ,L,A
0,4250,-0.2,2,0.4899,J ,L,A
0.5,4250,-0.2,2,0.4919,J ,L,A
1,4250,-0.2,2,0.4924,J ,L,A
1.5,4250,-0.2,2,0.4923,J ,L,A
2,4250,-0.2,2,0.4923,J ,L,A
2.5,4250,-0.2,2,0.4922,J ,L,A
3,4250,-0.2,2,0.4919,J ,L,A
3.5,4250,-0.2,2,0.491,J ,L,A
4,4250,-0.2,2,0.4886,J ,L,A
4.5,4250,-0.2,2,0.4653,J ,L,A
5,4250,-0.2,2,0.4093,J ,L,A
0,4500,-0.2,2,0.4603,J ,L,A
0.5,4500,-0.2,2,0.4626,J ,L,A
1,4500,-0.2,2,0.4637,J ,L,A
1.5,4500,-0.2,2,0.4661,J ,L,A
2,4500,-0.2,2,0.4681,J ,L,A
2.5,4500,-0.2,2,0.4695,J ,L,A
3,4500,-0.2,2,0.4706,J ,L,A
3.5,4500,-0.2,2,0.4713,J ,L,A
4,4500,-0.2,2,0.4714,J ,L,A
4.5,4500,-0.2,2,0.4703,J ,L,A
5,4500,-0.2,2,0.4551,J ,L,A
0,4750,-0.2,2,0.4319,J ,L,A
0.5,4750,-0.2,2,0.4338,J ,L,A
1,4750,-0.2,2,0.4364,J ,L,A
1.5,4750,-0.2,2,0.4398,J ,L,A
2,4750,-0.2,2,0.442,J ,L,A
2.5,4750,-0.2,2,0.4446,J ,L,A
3,4750,-0.2,2,0.4472,J ,L,A
3.5,4750,-0.2,2,0.4491,J ,L,A
4,4750,-0.2,2,0.4507,J ,L,A
4.5,4750,-0.2,2,0.4514,J ,L,A
5,4750,-0.2,2,0.4508,J ,L,A
0,5000,-0.2,2,0.4029,J ,L,A
0.5,5000,-0.2,2,0.4067,J ,L,A
1,5000,-0.2,2,0.4127,J ,L,A
1.5,5000,-0.2,2,0.4147,J ,L,A
2,5000,-0.2,2,0.4171,J ,L,A
2.5,5000,-0.2,2,0.4199,J ,L,A
3,5000,-0.2,2,0.4233,J ,L,A
3.5,5000,-0.2,2,0.4262,J ,L,A
4,5000,-0.2,2,0.4287,J ,L,A
4.5,5000,-0.2,2,0.4308,J ,L,A
5,5000,-0.2,2,0.4317,J ,L,A
0,5250,-0.2,2,0.3774,J ,L,A
0.5,5250,-0.2,2,0.3825,J ,L,A
1,5250,-0.2,2,0.387,J ,L,A
1.5,5250,-0.2,2,0.3902,J ,L,A
2,5250,-0.2,2,0.3939,J ,L,A
2.5,5250,-0.2,2,0.3962,J ,L,A
3,5250,-0.2,2,0.3996,J ,L,A
3.5,5250,-0.2,2,0.4031,J ,L,A
4,5250,-0.2,2,0.4062,J ,L,A
4.5,5250,-0.2,2,0.409,J ,L,A
5,5250,-0.2,2,0.4106,J ,L,A
0,5500,-0.2,2,0.3923,J ,L,A
0.5,5500,-0.2,2,0.3555,J ,L,A
1,5500,-0.2,2,0.359,J ,L,A
1.5,5500,-0.2,2,0.3638,J ,L,A
2,5500,-0.2,2,0.3672,J ,L,A
2.5,5500,-0.2,2,0.372,J ,L,A
3,5500,-0.2,2,0.3772,J ,L,A
3.5,5500,-0.2,2,0.3812,J ,L,A
4,5500,-0.2,2,0.3846,J ,L,A
4.5,5500,-0.2,2,0.3878,J ,L,A
5,5500,-0.2,2,0.3891,J ,L,A
0,5750,-0.2,2,0.3792,J ,L,A
0.5,5750,-0.2,2,0.3796,J ,L,A
1,5750,-0.2,2,0.3398,J ,L,A
1.5,5750,-0.2,2,0.342,J ,L,A
2,5750,-0.2,2,0.3465,J ,L,A
2.5,5750,-0.2,2,0.3517,J ,L,A
3,5750,-0.2,2,0.3563,J ,L,A
3.5,5750,-0.2,2,0.3606,J ,L,A
4,5750,-0.2,2,0.365,J ,L,A
4.5,5750,-0.2,2,0.3679,J ,L,A
5,5750,-0.2,2,0.3698,J ,L,A
0,6000,-0.2,2,0.3706,J ,L,A
0.5,6000,-0.2,2,0.367,J ,L,A
1,6000,-0.2,2,0.368,J ,L,A
1.5,6000,-0.2,2,0.3248,J ,L,A
2,6000,-0.2,2,0.3297,J ,L,A
2.5,6000,-0.2,2,0.3332,J ,L,A
3,6000,-0.2,2,0.338,J ,L,A
3.5,6000,-0.2,2,0.3422,J ,L,A
4,6000,-0.2,2,0.3464,J ,L,A
4.5,6000,-0.2,2,0.3489,J ,L,A
5,6000,-0.2,2,0.3508,J ,L,A
0.5,6250,-0.2,2,0.3572,J ,L,A
1,6250,-0.2,2,0.3559,J ,L,A
1.5,6250,-0.2,2,0.3571,J ,L,A
2,6250,-0.2,2,0.3133,J ,L,A
2.5,6250,-0.2,2,0.3175,J ,L,A
3,6250,-0.2,2,0.3218,J ,L,A
3.5,6250,-0.2,2,0.3265,J ,L,A
4,6250,-0.2,2,0.3304,J ,L,A
4.5,6250,-0.2,2,0.3328,J ,L,A
5,6250,-0.2,2,0.3348,J ,L,A
0.5,6500,-0.2,2,0.3508,J ,L,A
1,6500,-0.2,2,0.3453,J ,L,A
1.5,6500,-0.2,2,0.3456,J ,L,A
2,6500,-0.2,2,0.3476,J ,L,A
2.5,6500,-0.2,2,0.3034,J ,L,A
3,6500,-0.2,2,0.3076,J ,L,A
3.5,6500,-0.2,2,0.3124,J ,L,A
4,6500,-0.2,2,0.3165,J ,L,A
4.5,6500,-0.2,2,0.3188,J ,L,A
5,6500,-0.2,2,0.321,J ,L,A
0.5,6750,-0.2,2,0.3489,J ,L,A
1,6750,-0.2,2,0.337,J ,L,A
1.5,6750,-0.2,2,0.3345,J ,L,A
2,6750,-0.2,2,0.3354,J ,L,A
2.5,6750,-0.2,2,0.3374,J ,L,A
3,6750,-0.2,2,0.296,J ,L,A
3.5,6750,-0.2,2,0.2992,J ,L,A
4,6750,-0.2,2,0.3036,J ,L,A
4.5,6750,-0.2,2,0.3064,J ,L,A
5,6750,-0.2,2,0.3093,J ,L,A
0.5,7000,-0.2,2,0.3502,J ,L,A
1,7000,-0.2,2,0.3321,J ,L,A
1.5,7000,-0.2,2,0.3246,J ,L,A
2,7000,-0.2,2,0.3241,J ,L,A
2.5,7000,-0.2,2,0.3256,J ,L,A
3,7000,-0.2,2,0.328,J ,L,A
3.5,7000,-0.2,2,0.289,J ,L,A
4,7000,-0.2,2,0.2923,J ,L,A
4.5,7000,-0.2,2,0.2954,J ,L,A
5,7000,-0.2,2,0.2991,J ,L,A
0.5,7250,-0.2,2,0.3533,J ,L,A
1,7250,-0.2,2,0.3295,J ,L,A
1.5,7250,-0.2,2,0.3175,J ,L,A
2,7250,-0.2,2,0.313,J ,L,A
2.5,7250,-0.2,2,0.3142,J ,L,A
3,7250,-0.2,2,0.3164,J ,L,A
3.5,7250,-0.2,2,0.3187,J ,L,A
4,7250,-0.2,2,0.2821,J ,L,A
4.5,7250,-0.2,2,0.2849,J ,L,A
5,7250,-0.2,2,0.2892,J ,L,A
0.5,7500,-0.2,2,0.3604,J ,L,A
1,7500,-0.2,2,0.3277,J ,L,A
1.5,7500,-0.2,2,0.3118,J ,L,A
2,7500,-0.2,2,0.3041,J ,L,A
2.5,7500,-0.2,2,0.3019,J ,L,A
3,7500,-0.2,2,0.3044,J ,L,A
3.5,7500,-0.2,2,0.3073,J ,L,A
4,7500,-0.2,2,0.3096,J ,L,A
4.5,7500,-0.2,2,0.276,J ,L,A
5,7500,-0.2,2,0.2793,J ,L,A
1,7750,-0.2,2,0.3281,J ,L,A
1.5,7750,-0.2,2,0.3071,J ,L,A
2,7750,-0.2,2,0.2966,J ,L,A
2.5,7750,-0.2,2,0.2918,J ,L,A
3,7750,-0.2,2,0.2916,J ,L,A
3.5,7750,-0.2,2,0.2952,J ,L,A
4,7750,-0.2,2,0.2983,J ,L,A
4.5,7750,-0.2,2,0.2704,J ,L,A
5,7750,-0.2,2,0.2712,J ,L,A
1,8000,-0.2,2,0.3322,J ,L,A
1.5,8000,-0.2,2,0.3042,J ,L,A
2,8000,-0.2,2,0.29,J ,L,A
2.5,8000,-0.2,2,0.2831,J ,L,A
3,8000,-0.2,2,0.2805,J ,L,A
3.5,8000,-0.2,2,0.2818,J ,L,A
4,8000,-0.2,2,0.2866,J ,L,A
4.5,8000,-0.2,2,0.2905,J ,L,A
5,8000,-0.2,2,0.2645,J ,L,A
1,8250,-0.2,2,0.3403,J ,L,A
1.5,8250,-0.2,2,0.3037,J ,L,A
2,8250,-0.2,2,0.2853,J ,L,A
2.5,8250,-0.2,2,0.2755,J ,L,A
3,8250,-0.2,2,0.271,J ,L,A
3.5,8250,-0.2,2,0.2699,J ,L,A
4,8250,-0.2,2,0.2731,J ,L,A
4.5,8250,-0.2,2,0.2791,J ,L,A
5,8250,-0.2,2,0.2825,J ,L,A
1,8500,-0.2,2,0.3517,J ,L,A
1.5,8500,-0.2,2,0.3053,J ,L,A
2,8500,-0.2,2,0.2826,J ,L,A
2.5,8500,-0.2,2,0.2701,J ,L,A
3,8500,-0.2,2,0.2633,J ,L,A
3.5,8500,-0.2,2,0.2606,J ,L,A
4,8500,-0.2,2,0.2608,J ,L,A
4.5,8500,-0.2,2,0.2656,J ,L,A
5,8500,-0.2,2,0.2718,J ,L,A
1.5,8750,-0.2,2,0.3083,J ,L,A
2,8750,-0.2,2,0.2814,J ,L,A
2.5,8750,-0.2,2,0.2664,J ,L,A
3,8750,-0.2,2,0.258,J ,L,A
3.5,8750,-0.2,2,0.2533,J ,L,A
4,8750,-0.2,2,0.2517,J ,L,A
4.5,8750,-0.2,2,0.2529,J ,L,A
5,8750,-0.2,2,0.2598,J ,L,A
1.5,9000,-0.2,2,0.3121,J ,L,A
2,9000,-0.2,2,0.2812,J ,L,A
2.5,9000,-0.2,2,0.264,J ,L,A
3,9000,-0.2,2,0.2539,J ,L,A
3.5,9000,-0.2,2,0.2481,J ,L,A
4,9000,-0.2,2,0.2451,J ,L,A
4.5,9000,-0.2,2,0.2441,J ,L,A
5,9000,-0.2,2,0.2449,J ,L,A
2,9250,-0.2,2,0.2815,J ,L,A
2.5,9250,-0.2,2,0.2621,J ,L,A
3,9250,-0.2,2,0.2508,J ,L,A
3.5,9250,-0.2,2,0.244,J ,L,A
4,9250,-0.2,2,0.24,J ,L,A
4.5,9250,-0.2,2,0.2379,J ,L,A
5,9250,-0.2,2,0.2373,J ,L,A
2,9500,-0.2,2,0.2815,J ,L,A
2.5,9500,-0.2,2,0.2606,J ,L,A
3,9500,-0.2,2,0.2479,J ,L,A
3.5,9500,-0.2,2,0.2406,J ,L,A
4,9500,-0.2,2,0.2359,J ,L,A
4.5,9500,-0.2,2,0.2332,J ,L,A
5,9500,-0.2,2,0.2316,J ,L,A
2,9750,-0.2,2,0.2809,J ,L,A
2.5,9750,-0.2,2,0.2591,J ,L,A
3,9750,-0.2,2,0.2457,J ,L,A
3.5,9750,-0.2,2,0.2375,J ,L,A
4,9750,-0.2,2,0.2325,J ,L,A
4.5,9750,-0.2,2,0.2292,J ,L,A
5,9750,-0.2,2,0.2271,J ,L,A
2,10000,-0.2,2,0.2797,J ,L,A
2.5,10000,-0.2,2,0.2572,J ,L,A
3,10000,-0.2,2,0.2435,J ,L,A
3.5,10000,-0.2,2,0.2348,J ,L,A
4,10000,-0.2,2,0.2292,J ,L,A
4.5,10000,-0.2,2,0.2258,J ,L,A
5,10000,-0.2,2,0.2234,J ,L,A
2,10500,-0.2,2,0.2762,J ,L,A
2.5,10500,-0.2,2,0.2522,J ,L,A
3,10500,-0.2,2,0.2381,J ,L,A
3.5,10500,-0.2,2,0.2293,J ,L,A
4,10500,-0.2,2,0.2235,J ,L,A
4.5,10500,-0.2,2,0.2196,J ,L,A
5,10500,-0.2,2,0.2169,J ,L,A
2.5,11000,-0.2,2,0.2463,J ,L,A
3,11000,-0.2,2,0.2317,J ,L,A
3.5,11000,-0.2,2,0.2231,J ,L,A
4,11000,-0.2,2,0.2176,J ,L,A
4.5,11000,-0.2,2,0.2138,J ,L,A
5,11000,-0.2,2,0.2111,J ,L,A
2.5,11500,-0.2,2,0.2407,J ,L,A
3,11500,-0.2,2,0.2251,J ,L,A
3.5,11500,-0.2,2,0.2164,J ,L,A
4,11500,-0.2,2,0.2113,J ,L,A
4.5,11500,-0.2,2,0.2079,J ,L,A
5,11500,-0.2,2,0.2053,J ,L,A
2.5,12000,-0.2,2,0.2363,J ,L,A
3,12000,-0.2,2,0.2191,J ,L,A
3.5,12000,-0.2,2,0.2099,J ,L,A
4,12000,-0.2,2,0.2051,J ,L,A
4.5,12000,-0.2,2,0.202,J ,L,A
5,12000,-0.2,2,0.1998,J ,L,A
2.5,12500,-0.2,2,0.2331,J ,L,A
3,12500,-0.2,2,0.2138,J ,L,A
3.5,12500,-0.2,2,0.2038,J ,L,A
4,12500,-0.2,2,0.1989,J ,L,A
4.5,12500,-0.2,2,0.1963,J ,L,A
5,12500,-0.2,2,0.1944,J ,L,A
2.5,13000,-0.2,2,0.2309,J ,L,A
3,13000,-0.2,2,0.2096,J ,L,A
3.5,13000,-0.2,2,0.1986,J ,L,A
4,13000,-0.2,2,0.1933,J ,L,A
4.5,13000,-0.2,2,0.1907,J ,L,A
5,13000,-0.2,2,0.1894,J ,L,A
2,14000,-0.2,2,0.2784,J ,L,A
2.5,14000,-0.2,2,0.2289,J ,L,A
3,14000,-0.2,2,0.2037,J ,L,A
3.5,14000,-0.2,2,0.1902,J ,L,A
4,14000,-0.2,2,0.1837,J ,L,A
4.5,14000,-0.2,2,0.1807,J ,L,A
5,14000,-0.2,2,0.1795,J ,L,A
2.5,15000,-0.2,2,0.2295,J ,L,A
3,15000,-0.2,2,0.2001,J ,L,A
3.5,15000,-0.2,2,0.1844,J ,L,A
4,15000,-0.2,2,0.1762,J ,L,A
4.5,15000,-0.2,2,0.1725,J ,L,A
5,15000,-0.2,2,0.171,J ,L,A
2.5,16000,-0.2,2,0.2321,J ,L,A
3,16000,-0.2,2,0.1984,J ,L,A
3.5,16000,-0.2,2,0.1805,J ,L,A
4,16000,-0.2,2,0.1709,J ,L,A
4.5,16000,-0.2,2,0.1661,J ,L,A
5,16000,-0.2,2,0.164,J ,L,A
2.5,17000,-0.2,2,0.2372,J ,L,A
3,17000,-0.2,2,0.198,J ,L,A
3.5,17000,-0.2,2,0.1777,J ,L,A
4,17000,-0.2,2,0.1668,J ,L,A
4.5,17000,-0.2,2,0.1611,J ,L,A
5,17000,-0.2,2,0.1584,J ,L,A
2.5,18000,-0.2,2,0.2453,J ,L,A
3,18000,-0.2,2,0.1987,J ,L,A
3.5,18000,-0.2,2,0.1758,J ,L,A
4,18000,-0.2,2,0.1636,J ,L,A
4.5,18000,-0.2,2,0.1571,J ,L,A
5,18000,-0.2,2,0.1539,J ,L,A
2.5,19000,-0.2,2,0.2558,J ,L,A
3,19000,-0.2,2,0.2011,J ,L,A
3.5,19000,-0.2,2,0.175,J ,L,A
4,19000,-0.2,2,0.1613,J ,L,A
4.5,19000,-0.2,2,0.154,J ,L,A
5,19000,-0.2,2,0.1504,J ,L,A
3,20000,-0.2,2,0.2046,J ,L,A
3.5,20000,-0.2,2,0.175,J ,L,A
4,20000,-0.2,2,0.1595,J ,L,A
4.5,20000,-0.2,2,0.1516,J ,L,A
5,20000,-0.2,2,0.1476,J ,L,A
3,21000,-0.2,2,0.2087,J ,L,A
3.5,21000,-0.2,2,0.1761,J ,L,A
4,21000,-0.2,2,0.1589,J ,L,A
4.5,21000,-0.2,2,0.1499,J ,L,A
5,21000,-0.2,2,0.1454,J ,L,A
3,22000,-0.2,2,0.2125,J ,L,A
3.5,22000,-0.2,2,0.1777,J ,L,A
4,22000,-0.2,2,0.1592,J ,L,A
4.5,22000,-0.2,2,0.1491,J ,L,A
5,22000,-0.2,2,0.144,J ,L,A
3,23000,-0.2,2,0.2162,J ,L,A
3.5,23000,-0.2,2,0.1792,J ,L,A
4,23000,-0.2,2,0.1599,J ,L,A
4.5,23000,-0.2,2,0.1492,J ,L,A
5,23000,-0.2,2,0.1435,J ,L,A
3,24000,-0.2,2,0.2219,J ,L,A
3.5,24000,-0.2,2,0.18,J ,L,A
4,24000,-0.2,2,0.1606,J ,L,A
4.5,24000,-0.2,2,0.1496,J ,L,A
5,24000,-0.2,2,0.1436,J ,L,A
3,25000,-0.2,2,0.2306,J ,L,A
3.5,25000,-0.2,2,0.1814,J ,L,A
4,25000,-0.2,2,0.1608,J ,L,A
4.5,25000,-0.2,2,0.15,J ,L,A
5,25000,-0.2,2,0.144,J ,L,A
3,26000,-0.2,2,0.2409,J ,L,A
3.5,26000,-0.2,2,0.1839,J ,L,A
4,26000,-0.2,2,0.1609,J ,L,A
4.5,26000,-0.2,2,0.15,J ,L,A
5,26000,-0.2,2,0.1443,J ,L,A
3.5,27000,-0.2,2,0.1875,J ,L,A
4,27000,-0.2,2,0.1616,J ,L,A
4.5,27000,-0.2,2,0.1498,J ,L,A
5,27000,-0.2,2,0.1441,J ,L,A
3.5,28000,-0.2,2,0.1911,J ,L,A
4,28000,-0.2,2,0.1628,J ,L,A
4.5,28000,-0.2,2,0.1495,J ,L,A
5,28000,-0.2,2,0.1434,J ,L,A
3.5,29000,-0.2,2,0.1936,J ,L,A
4,29000,-0.2,2,0.164,J ,L,A
4.5,29000,-0.2,2,0.1494,J ,L,A
5,29000,-0.2,2,0.1425,J ,L,A
3.5,30000,-0.2,2,0.1951,J ,L,A
4,30000,-0.2,2,0.1643,J ,L,A
4.5,30000,-0.2,2,0.1492,J ,L,A
5,30000,-0.2,2,0.1413,J ,L,A
3.5,31000,-0.2,2,0.1971,J ,L,A
4,31000,-0.2,2,0.1633,J ,L,A
4.5,31000,-0.2,2,0.148,J ,L,A
5,31000,-0.2,2,0.1398,J ,L,A
4,32000,-0.2,2,0.1618,J ,L,A
4.5,32000,-0.2,2,0.1457,J ,L,A
5,32000,-0.2,2,0.1373,J ,L,A
4,33000,-0.2,2,0.1606,J ,L,A
4.5,33000,-0.2,2,0.1429,J ,L,A
5,33000,-0.2,2,0.1341,J ,L,A
4,34000,-0.2,2,0.1591,J ,L,A
4.5,34000,-0.2,2,0.14,J ,L,A
5,34000,-0.2,2,0.1304,J ,L,A
4,35000,-0.2,2,0.1569,J ,L,A
4.5,35000,-0.2,2,0.1373,J ,L,A
5,35000,-0.2,2,0.1268,J ,L,A
4.5,37500,-0.2,2,0.1285,J ,L,A
5,37500,-0.2,2,0.1177,J ,L,A
4.5,40000,-0.2,2,0.1222,J ,L,A
5,40000,-0.2,2,0.1085,J ,L,A
5,42500,-0.2,2,0.1037,J ,L,A
5,45000,-0.2,2,0.1019,J ,L,A
5,47500,-0.2,2,0.101,J ,L,A
5,50000,-0.2,2,0.1004,J ,L,A
0,3500,-0.1,2,0.5278,J ,L,A
0.5,3500,-0.1,2,0.5181,J ,L,A
1,3500,-0.1,2,0.5098,J ,L,A
1.5,3500,-0.1,2,0.5034,J ,L,A
2,3500,-0.1,2,0.4986,J ,L,A
2.5,3500,-0.1,2,0.4945,J ,L,A
3,3500,-0.1,2,0.4717,J ,L,A
3.5,3500,-0.1,2,0.3993,J ,L,A
4,3500,-0.1,2,0.3395,J ,L,A
4.5,3500,-0.1,2,0.3102,J ,L,A
5,3500,-0.1,2,0.2983,J ,L,A
0,3750,-0.1,2,0.5365,J ,L,A
0.5,3750,-0.1,2,0.5311,J ,L,A
1,3750,-0.1,2,0.5251,J ,L,A
1.5,3750,-0.1,2,0.5194,J ,L,A
2,3750,-0.1,2,0.5142,J ,L,A
2.5,3750,-0.1,2,0.5094,J ,L,A
3,3750,-0.1,2,0.5037,J ,L,A
3.5,3750,-0.1,2,0.477,J ,L,A
4,3750,-0.1,2,0.4068,J ,L,A
4.5,3750,-0.1,2,0.344,J ,L,A
5,3750,-0.1,2,0.3103,J ,L,A
0,4000,-0.1,2,0.52,J ,L,A
0.5,4000,-0.1,2,0.5189,J ,L,A
1,4000,-0.1,2,0.5169,J ,L,A
1.5,4000,-0.1,2,0.515,J ,L,A
2,4000,-0.1,2,0.5127,J ,L,A
2.5,4000,-0.1,2,0.5102,J ,L,A
3,4000,-0.1,2,0.5074,J ,L,A
